danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,main_artist,playlist
0.59,0.498,9,-6.845,1,0.0827,0.162,0,0.0947,0.504,80.022,audio_features,6gSw5vz7dcafda23VqMrnl,spotify:track:6gSw5vz7dcafda23VqMrnl,https://api.spotify.com/v1/tracks/6gSw5vz7dcafda23VqMrnl,https://api.spotify.com/v1/audio-analysis/6gSw5vz7dcafda23VqMrnl,194337,4,65,Kevin Abstract,Frictionless
0.463,0.698,1,-4.456,1,0.0368,0.0215,4.65e-06,0.238,0.351,93.072,audio_features,1AUA7JlrARv430PUJRK0Lp,spotify:track:1AUA7JlrARv430PUJRK0Lp,https://api.spotify.com/v1/tracks/1AUA7JlrARv430PUJRK0Lp,https://api.spotify.com/v1/audio-analysis/1AUA7JlrARv430PUJRK0Lp,238249,4,56,Kevin Abstract,Frictionless
0.575,0.714,6,-5.247,1,0.0596,0.395,0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4,75,Rex Orange County,Frictionless
0.281,0.0842,4,-17.476,1,0.0474,0.97,7.09e-06,0.0776,0.088,202.416,audio_features,7fxHpjrR6YwyFcp19P6tv6,spotify:track:7fxHpjrR6YwyFcp19P6tv6,https://api.spotify.com/v1/tracks/7fxHpjrR6YwyFcp19P6tv6,https://api.spotify.com/v1/audio-analysis/7fxHpjrR6YwyFcp19P6tv6,259735,4,57,Rex Orange County,Frictionless
0.423,0.294,5,-13.673,0,0.0593,0.882,5.43e-06,0.0981,0.401,129.146,audio_features,4xR3MAscflQ262kMeiKshQ,spotify:track:4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/tracks/4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/audio-analysis/4xR3MAscflQ262kMeiKshQ,184600,4,62,Frank Ocean,Frictionless
0.444,0.0924,0,-15.605,1,0.0366,0.784,0,0.304,0.219,108.917,audio_features,2LMkwUfqC6S6s6qDVlEuzV,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,https://api.spotify.com/v1/tracks/2LMkwUfqC6S6s6qDVlEuzV,https://api.spotify.com/v1/audio-analysis/2LMkwUfqC6S6s6qDVlEuzV,248808,4,66,Frank Ocean,Frictionless
0.81,0.308,0,-8.194,1,0.0818,0.354,0,0.0899,0.56,120.012,audio_features,3ml3WB66sqG4kXoPBX2POA,spotify:track:3ml3WB66sqG4kXoPBX2POA,https://api.spotify.com/v1/tracks/3ml3WB66sqG4kXoPBX2POA,https://api.spotify.com/v1/audio-analysis/3ml3WB66sqG4kXoPBX2POA,204000,4,65,Berhana,Frictionless
0.654,0.325,2,-11.925,1,0.282,0.74,2.14e-05,0.152,0.39,139.886,audio_features,6R6ihJhRbgu7JxJKIbW57w,spotify:track:6R6ihJhRbgu7JxJKIbW57w,https://api.spotify.com/v1/tracks/6R6ihJhRbgu7JxJKIbW57w,https://api.spotify.com/v1/audio-analysis/6R6ihJhRbgu7JxJKIbW57w,243238,4,68,Frank Ocean,Frictionless
0.377,0.255,4,-11.165,0,0.0387,0.975,0.000208,0.102,0.37,125.004,audio_features,1BViPjTT585XAhkUUrkts0,spotify:track:1BViPjTT585XAhkUUrkts0,https://api.spotify.com/v1/tracks/1BViPjTT585XAhkUUrkts0,https://api.spotify.com/v1/audio-analysis/1BViPjTT585XAhkUUrkts0,334570,5,62,Frank Ocean,Frictionless
0.431,0.773,2,-5.002,1,0.0636,0.0264,0,0.348,0.504,111.387,audio_features,2RGe02P8xxSF9syj0ltPjX,spotify:track:2RGe02P8xxSF9syj0ltPjX,https://api.spotify.com/v1/tracks/2RGe02P8xxSF9syj0ltPjX,https://api.spotify.com/v1/audio-analysis/2RGe02P8xxSF9syj0ltPjX,270927,4,60,Cosmo Pyke,Frictionless
0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,audio_features,15EPc80XuFrb2LmOzGjuRg,spotify:track:15EPc80XuFrb2LmOzGjuRg,https://api.spotify.com/v1/tracks/15EPc80XuFrb2LmOzGjuRg,https://api.spotify.com/v1/audio-analysis/15EPc80XuFrb2LmOzGjuRg,176702,4,74,GoldLink,Frictionless
0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,audio_features,4riDfclV7kPDT9D58FpmHd,spotify:track:4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/tracks/4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/audio-analysis/4riDfclV7kPDT9D58FpmHd,118393,4,59,Steve Lacy,Frictionless
0.578,0.523,0,-5.538,0,0.0429,0.493,0,0.147,0.29,134.931,audio_features,06u5LrUpbosQlQ1QJFhPpG,spotify:track:06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/tracks/06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/audio-analysis/06u5LrUpbosQlQ1QJFhPpG,231400,4,68,SZA,Frictionless
0.478,0.387,6,-13.568,1,0.304,0.324,0,0.108,0.382,138.657,audio_features,0l2LhLBnjGfKEaQldBKV9Y,spotify:track:0l2LhLBnjGfKEaQldBKV9Y,https://api.spotify.com/v1/tracks/0l2LhLBnjGfKEaQldBKV9Y,https://api.spotify.com/v1/audio-analysis/0l2LhLBnjGfKEaQldBKV9Y,174857,4,47,Ameer Vann,Frictionless
0.399,0.468,2,-8.646,1,0.0336,0.244,0.000168,0.103,0.249,111.884,audio_features,28GbaBYFpYi1J61fXnGSfd,spotify:track:28GbaBYFpYi1J61fXnGSfd,https://api.spotify.com/v1/tracks/28GbaBYFpYi1J61fXnGSfd,https://api.spotify.com/v1/audio-analysis/28GbaBYFpYi1J61fXnGSfd,238480,4,64,Rex Orange County,Frictionless
0.414,0.373,6,-10.59,0,0.028,0.506,0.0335,0.128,0.19,81.939,audio_features,3Q3VhCDPc9g7qUoVtzbumb,spotify:track:3Q3VhCDPc9g7qUoVtzbumb,https://api.spotify.com/v1/tracks/3Q3VhCDPc9g7qUoVtzbumb,https://api.spotify.com/v1/audio-analysis/3Q3VhCDPc9g7qUoVtzbumb,240000,4,50,Matt Champion,Frictionless
0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,audio_features,1x1BKrrpq7CfOZPBeUsx16,spotify:track:1x1BKrrpq7CfOZPBeUsx16,https://api.spotify.com/v1/tracks/1x1BKrrpq7CfOZPBeUsx16,https://api.spotify.com/v1/audio-analysis/1x1BKrrpq7CfOZPBeUsx16,261103,4,67,Berhana,Frictionless
0.834,0.5,9,-7.854,0,0.286,0.133,0,0.0879,0.0935,119.953,audio_features,0BKzgfEqBGumQ8G8TUDP4l,spotify:track:0BKzgfEqBGumQ8G8TUDP4l,https://api.spotify.com/v1/tracks/0BKzgfEqBGumQ8G8TUDP4l,https://api.spotify.com/v1/audio-analysis/0BKzgfEqBGumQ8G8TUDP4l,258027,4,39,Merlyn Wood,Frictionless
0.411,0.618,4,-4.964,0,0.0469,0.109,0,0.279,0.211,120.734,audio_features,0puyikpyVwe8TTv2tvMHeq,spotify:track:0puyikpyVwe8TTv2tvMHeq,https://api.spotify.com/v1/tracks/0puyikpyVwe8TTv2tvMHeq,https://api.spotify.com/v1/audio-analysis/0puyikpyVwe8TTv2tvMHeq,289309,4,58,Cosmo Pyke,Frictionless
0.24,0.116,0,-13.216,1,0.0329,0.877,0.00092,0.1,0.0937,77.349,audio_features,41cpvQ2GyGb2BRdIRSsTqK,spotify:track:41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/tracks/41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/audio-analysis/41cpvQ2GyGb2BRdIRSsTqK,188324,3,68,Frank Ocean,Frictionless
0.543,0.394,8,-9.637,1,0.0864,0.695,0.000239,0.108,0.118,137.811,audio_features,19YKaevk2bce4odJkP5L22,spotify:track:19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/tracks/19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/audio-analysis/19YKaevk2bce4odJkP5L22,314075,4,70,Frank Ocean,Frictionless
0.596,0.393,8,-8.714,1,0.383,0.637,0,0.539,0.36,107.425,audio_features,1eQBEelI2NCy7AUTerX0KS,spotify:track:1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS,320680,4,69,Kanye West,I'm a god
0.478,0.395,3,-7.917,1,0.213,0.747,4.73e-06,0.264,0.17,74.515,audio_features,2mmUoyPxzbxehpfm1TpTRK,spotify:track:2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/tracks/2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/audio-analysis/2mmUoyPxzbxehpfm1TpTRK,294973,3,59,Drake,I'm a god
0.712,0.759,11,-5.397,1,0.334,0.016,0.0808,0.217,0.738,79.103,audio_features,1zsAAnB6dMpGOvXjoYP9Um,spotify:track:1zsAAnB6dMpGOvXjoYP9Um,https://api.spotify.com/v1/tracks/1zsAAnB6dMpGOvXjoYP9Um,https://api.spotify.com/v1/audio-analysis/1zsAAnB6dMpGOvXjoYP9Um,249333,4,61,"Tyler, The Creator",I'm a god
0.579,0.545,8,-8.354,1,0.0418,0.218,0.0913,0.0642,0.483,73.034,audio_features,0m3Ze0cy8qBHSsV2exAfCw,spotify:track:0m3Ze0cy8qBHSsV2exAfCw,https://api.spotify.com/v1/tracks/0m3Ze0cy8qBHSsV2exAfCw,https://api.spotify.com/v1/audio-analysis/0m3Ze0cy8qBHSsV2exAfCw,238333,4,63,Kanye West,I'm a god
0.756,0.529,1,-7.659,0,0.0329,0.0539,0.392,0.112,0.123,119.573,audio_features,1kxeWHF9PrCVZHvVskv8lg,spotify:track:1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,270307,4,64,Kanye West,I'm a god
0.415,0.681,2,-4.104,0,0.189,0.385,0,0.101,0.364,171.893,audio_features,42GcjriRK6srwHkfbkBqVl,spotify:track:42GcjriRK6srwHkfbkBqVl,https://api.spotify.com/v1/tracks/42GcjriRK6srwHkfbkBqVl,https://api.spotify.com/v1/audio-analysis/42GcjriRK6srwHkfbkBqVl,359800,4,65,Kanye West,I'm a god
0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,audio_features,1kMuU3TNQvHbqvXCWBodmP,spotify:track:1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/tracks/1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP,271947,4,66,Lil Wayne,I'm a god
0.764,0.509,3,-9.208,1,0.104,0.0726,0.000603,0.162,0.383,93.505,audio_features,4osgfFTICMkcGbbigdsa53,spotify:track:4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/tracks/4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/audio-analysis/4osgfFTICMkcGbbigdsa53,302347,4,67,Frank Ocean,I'm a god
0.592,0.423,3,-8.184,0,0.0904,0.269,0,0.207,0.607,60.014,audio_features,0725YWm6Z0TpZ6wrNk64Eb,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,304760,4,64,Frank Ocean,I'm a god
0.452,0.85,10,-2.945,0,0.342,0.0149,0.00367,0.153,0.554,79.453,audio_features,078C2jXg7XsMgW78Gfx1JA,spotify:track:078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/tracks/078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/audio-analysis/078C2jXg7XsMgW78Gfx1JA,334363,4,58,"Tyler, The Creator",I'm a god
0.611,0.571,2,-8.833,1,0.167,0.0457,0,0.127,0.35,115.01,audio_features,51cqtusY2TwC6mbN8Vz8iA,spotify:track:51cqtusY2TwC6mbN8Vz8iA,https://api.spotify.com/v1/tracks/51cqtusY2TwC6mbN8Vz8iA,https://api.spotify.com/v1/audio-analysis/51cqtusY2TwC6mbN8Vz8iA,118560,4,55,A$AP Rocky,I'm a god
0.405,0.647,5,-6.109,0,0.0482,0.0134,7.62e-05,0.819,0.196,131.952,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4,61,Frank Ocean,I'm a god
0.714,0.566,7,-4.408,1,0.056,0.142,1.25e-06,0.57,0.449,113.074,audio_features,4KW1lqgSr8TKrvBII0Brf8,spotify:track:4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,135920,4,71,Kanye West,I'm a god
0.575,0.734,2,-4.949,1,0.057,0.0757,0,0.241,0.494,83.986,audio_features,6M0IsaUX4GNyto4niSegfI,spotify:track:6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/tracks/6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/audio-analysis/6M0IsaUX4GNyto4niSegfI,179827,4,75,Post Malone,I'm a god
0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,audio_features,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,242407,4,74,Migos,I'm a god
0.82,0.908,10,-6.151,0,0.124,0.328,0.00155,0.296,0.919,98.381,audio_features,276zciJ7Fg7Jk6Ta6QuLkp,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/tracks/276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/audio-analysis/276zciJ7Fg7Jk6Ta6QuLkp,176693,4,63,Anderson .Paak,I'm a god
0.711,0.739,7,-3.804,0,0.129,0.114,0,0.226,0.43,136.919,audio_features,20dP2DaMHIAmwWAbp7peSr,spotify:track:20dP2DaMHIAmwWAbp7peSr,https://api.spotify.com/v1/tracks/20dP2DaMHIAmwWAbp7peSr,https://api.spotify.com/v1/audio-analysis/20dP2DaMHIAmwWAbp7peSr,252256,4,72,Young Thug,I'm a god
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,84,Travis Scott,I'm a god
0.713,0.935,0,-5.778,1,0.0498,0.225,2.6e-05,0.0786,0.812,124.025,audio_features,5YGUD6GFP7ZLGH0nQAKm6c,spotify:track:5YGUD6GFP7ZLGH0nQAKm6c,https://api.spotify.com/v1/tracks/5YGUD6GFP7ZLGH0nQAKm6c,https://api.spotify.com/v1/audio-analysis/5YGUD6GFP7ZLGH0nQAKm6c,237923,4,42,Anderson .Paak,I'm a god
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,audio_features,6gpcs5eMhJwax4mIfKDYQk,spotify:track:6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk,230813,4,75,Calvin Harris,I'm a god
0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,audio_features,6kl1qtQXQsFiIWRBK24Cfp,spotify:track:6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/tracks/6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/audio-analysis/6kl1qtQXQsFiIWRBK24Cfp,255413,4,67,A$AP Mob,I'm a god
0.7,0.435,7,-9.769,1,0.0526,0.00829,0.00012,0.0925,0.645,125.894,audio_features,4m2lVqfPeSTD3azgBJHowK,spotify:track:4m2lVqfPeSTD3azgBJHowK,https://api.spotify.com/v1/tracks/4m2lVqfPeSTD3azgBJHowK,https://api.spotify.com/v1/audio-analysis/4m2lVqfPeSTD3azgBJHowK,275500,4,57,BROCKHAMPTON,I'm a god
0.907,0.596,10,-4.957,0,0.236,0.0284,0.000193,0.19,0.492,123.045,audio_features,3GZD6HmiNUhxXYf8Gch723,spotify:track:3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/audio-analysis/3GZD6HmiNUhxXYf8Gch723,234093,4,64,Frank Ocean,I'm a god
0.503,0.791,7,-4.329,1,0.322,0.476,0,0.362,0.748,84.432,audio_features,1IIWODSnr5MIIwpdHyX10P,spotify:track:1IIWODSnr5MIIwpdHyX10P,https://api.spotify.com/v1/tracks/1IIWODSnr5MIIwpdHyX10P,https://api.spotify.com/v1/audio-analysis/1IIWODSnr5MIIwpdHyX10P,127256,1,42,Danny Brown,I'm a god
0.689,0.648,3,-5.181,0,0.408,0.0964,0,0.228,0.501,184.122,audio_features,6zEPJJzojnfOrvfyuJiPtF,spotify:track:6zEPJJzojnfOrvfyuJiPtF,https://api.spotify.com/v1/tracks/6zEPJJzojnfOrvfyuJiPtF,https://api.spotify.com/v1/audio-analysis/6zEPJJzojnfOrvfyuJiPtF,197558,4,47,Injury Reserve,I'm a god
0.687,0.672,0,-5.975,0,0.0573,0.198,0,0.175,0.792,80.035,audio_features,42tBlHWL3VfDkUM2iWcc5p,spotify:track:42tBlHWL3VfDkUM2iWcc5p,https://api.spotify.com/v1/tracks/42tBlHWL3VfDkUM2iWcc5p,https://api.spotify.com/v1/audio-analysis/42tBlHWL3VfDkUM2iWcc5p,261000,4,67,BROCKHAMPTON,I'm a god
0.644,0.479,4,-8.352,1,0.177,0.169,0,0.639,0.612,79.929,audio_features,2rmq49FcJ4U3wh1Z7C9UxE,spotify:track:2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/tracks/2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/audio-analysis/2rmq49FcJ4U3wh1Z7C9UxE,180680,4,71,Childish Gambino,I'm a god
0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4,72,Kendrick Lamar,I'm a god
0.813,0.808,2,-5.541,1,0.286,0.00693,0,0.133,0.547,181.993,audio_features,4fndbjoz1qJyK6JcLdKfzm,spotify:track:4fndbjoz1qJyK6JcLdKfzm,https://api.spotify.com/v1/tracks/4fndbjoz1qJyK6JcLdKfzm,https://api.spotify.com/v1/audio-analysis/4fndbjoz1qJyK6JcLdKfzm,192132,4,20,Migos,I'm a god
0.737,0.737,4,-3.72,0,0.238,0.00158,0,0.28,0.5,134.066,audio_features,7J6bnDDitOwfelaJNixHhL,spotify:track:7J6bnDDitOwfelaJNixHhL,https://api.spotify.com/v1/tracks/7J6bnDDitOwfelaJNixHhL,https://api.spotify.com/v1/audio-analysis/7J6bnDDitOwfelaJNixHhL,148560,4,69,Huncho Jack,I'm a god
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,audio_features,1wHZx0LgzFHyeIZkUydNXq,spotify:track:1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,262693,4,75,Travis Scott,I'm a god
0.695,0.628,5,-8.627,1,0.145,0.337,0.219,0.143,0.21,119.949,audio_features,4oRqSiVyGrwb8dnJBO6FNu,spotify:track:4oRqSiVyGrwb8dnJBO6FNu,https://api.spotify.com/v1/tracks/4oRqSiVyGrwb8dnJBO6FNu,https://api.spotify.com/v1/audio-analysis/4oRqSiVyGrwb8dnJBO6FNu,244653,4,57,Childish Gambino,I'm a god
0.907,0.543,6,-6.432,1,0.439,0.00359,0,0.0592,0.464,140.034,audio_features,70DyFzyaMiJV6q4DNm71kM,spotify:track:70DyFzyaMiJV6q4DNm71kM,https://api.spotify.com/v1/tracks/70DyFzyaMiJV6q4DNm71kM,https://api.spotify.com/v1/audio-analysis/70DyFzyaMiJV6q4DNm71kM,191785,4,12,Danny Brown,I'm a god
